,start_month,R_squared_oos,predicted_return,actual_return
0,0,-0.6636702679556996,0.07521858833816256,-0.053862199283877
1,0,-0.6636702679556996,0.03007011685477587,0.2022600398422979
2,0,-0.6636702679556996,0.03605533643843431,-0.134121022763328
3,0,-0.6636702679556996,0.05663183792500001,-0.0608999999999999
4,0,-0.6636702679556996,0.07232218396680987,-0.495582799204966
5,0,-0.6636702679556996,0.09177117993086084,-0.3056653306531396
6,0,-0.6636702679556996,0.09392572731774668,-0.1552250951443176
7,0,-0.6636702679556996,0.08400367693696617,0.0692839620341158
8,0,-0.6636702679556996,0.05160459629077516,0.2377959933591672
9,0,-0.6636702679556996,0.06834004719467923,-0.301148617521467
10,0,-0.6636702679556996,0.06692456197439756,0.1694174146683822
11,0,-0.6636702679556996,0.07680121794743347,0.0540041183094747
12,0,-0.6636702679556996,0.08446461784970588,-0.209844684711174
13,0,-0.6636702679556996,0.05172752471865982,0.0610998129466872
14,0,-0.6636702679556996,0.06057001768038284,-0.0132018257422873
15,0,-0.6636702679556996,0.08427064351580604,-0.1381239985829972
16,0,-0.6636702679556996,0.08058833419982356,-0.5257353125098434
17,0,-0.6636702679556996,0.11175853705752231,0.1871096188713928
18,0,-0.6636702679556996,0.09885535060128964,0.1746216379355511
19,0,-0.6636702679556996,0.08734554550815518,0.1244844538912334
20,0,-0.6636702679556996,0.08887111188444069,0.0722095233258479
21,0,-0.6636702679556996,0.0984499444545954,-0.0646072215514987
22,0,-0.6636702679556996,0.13639725292102825,0.0054279036728903
23,0,-0.6636702679556996,0.15181192546312267,-0.2967353147025435
24,0,-0.6636702679556996,0.146456756928808,-0.0223630684328978
25,0,-0.6636702679556996,0.1466008984470106,-0.1594937845976682
26,0,-0.6636702679556996,0.15437319234823893,-0.0529029167242037
27,0,-0.6636702679556996,0.15148220390231187,-0.1311305767998025
28,0,-0.6636702679556996,0.14637790509536242,-0.2991986508779815
29,0,-0.6636702679556996,0.15283519035743284,0.2776519753956939
30,0,-0.6636702679556996,0.13584026308407252,-0.0241749636183712
31,0,-0.6636702679556996,0.1446398191376572,-0.3958341635804559
32,0,-0.6636702679556996,0.17257340406989619,-0.1687843458285595
33,0,-0.6636702679556996,0.1667975480527656,-0.0384964777981549
34,0,-0.6636702679556996,0.14222446033441952,0.0074735526742228
35,0,-0.6636702679556996,0.154857430902422,0.0329259435083181
36,0,-0.6636702679556996,0.156058550475141,0.3210646222800905
37,0,-0.6636702679556996,0.15154466494424815,0.0287859992288731
38,0,-0.6636702679556996,0.15952937416595514,0.2369574389052472
39,0,-0.6636702679556996,0.13512398016180469,-0.028625769606499
40,0,-0.6636702679556996,0.13656334879252457,-0.0748594371113653
41,0,-0.6636702679556996,0.13056779195787052,0.0593544096224886
42,0,-0.6636702679556996,0.14525874800601843,-0.1020476631247237
43,0,-0.6636702679556996,0.13415136945574366,0.0263574277893439
44,0,-0.6636702679556996,0.1331507979313862,0.1871912540080552
45,0,-0.6636702679556996,0.11693462350200079,-0.0757186951202394
46,0,-0.6636702679556996,0.1127029162779975,0.1016373380550969
47,0,-0.6636702679556996,0.11922614868472373,-0.1943192217771791
48,0,-0.6636702679556996,0.12176761477392559,0.0933243885202084
49,0,-0.6636702679556996,0.10978871192657827,0.0059293621366659
50,0,-0.6636702679556996,0.10430085958491336,-0.1295638997261067
51,0,-0.6636702679556996,0.11920600938863726,-0.1640976751905719
52,0,-0.6636702679556996,0.12276430464876484,0.0286777950749543
53,0,-0.6636702679556996,0.10523523049443745,-0.0051309115481073
54,0,-0.6636702679556996,0.10238056025315342,-0.1110121442099434
