Ticker,Month,y_test,y_pred,R_squared
AAPL,0,-0.015228273620126955,-0.013656238,-0.6603587469361094
AAPL,1,0.09588202549900146,-0.011131434,-0.6603587469361094
AAPL,2,0.06314106830880742,-0.010256264,-0.6603587469361094
AAPL,3,0.014092438472985339,-0.010662987,-0.6603587469361094
AAPL,4,-0.10809688969236488,-0.009531501,-0.6603587469361094
AAPL,5,0.050718982045209346,-0.008785916,-0.6603587469361094
AAPL,6,0.025557782774142564,-0.008138121,-0.6603587469361094
AAPL,7,0.09909632516472736,-0.0066439128,-0.6603587469361094
AAPL,8,0.07241820731757619,-0.011402624,-0.6603587469361094
AAPL,9,0.03300154539886765,-0.022344848,-0.6603587469361094
AAPL,10,0.028431277124877755,-0.029949626,-0.6603587469361094
AAPL,11,0.0718757418656161,-0.03739923,-0.6603587469361094
AAPL,12,-0.012384104334020834,-0.04428792,-0.6603587469361094
AAPL,13,0.07176020073465862,-0.047461323,-0.6603587469361094
AAPL,14,0.10100378788011533,-0.05068629,-0.6603587469361094
AAPL,15,-0.06816663750387324,-0.055543162,-0.6603587469361094
AAPL,16,0.061124526652639226,-0.057009175,-0.6603587469361094
AAPL,17,0.09624902202500685,-0.060731526,-0.6603587469361094
AAPL,18,-0.027848939651985857,-0.06479813,-0.6603587469361094
AAPL,19,0.005586244761841873,-0.06602592,-0.6603587469361094
AAPL,20,0.04079123129798248,-0.066042095,-0.6603587469361094
AAPL,21,-0.03340620349601147,-0.067771986,-0.6603587469361094
AAPL,22,-0.033226575683541815,-0.06754194,-0.6603587469361094
AAPL,23,-0.07110440796664187,-0.06704939,-0.6603587469361094
AAPL,24,-0.017588197579880102,-0.069676384,-0.6603587469361094
AAPL,25,0.08320893651020021,-0.070946135,-0.6603587469361094
AAPL,26,-0.011241911363118048,-0.077267595,-0.6603587469361094
AAPL,27,-0.10871947889476825,-0.083488844,-0.6603587469361094
AAPL,28,-0.07784235686803802,-0.08582773,-0.6603587469361094
AAPL,29,-0.009777673703868586,-0.08931477,-0.6603587469361094
AAPL,30,0.13042739913953597,-0.094247565,-0.6603587469361094
AAPL,31,-0.142221091443104,-0.0949763,-0.6603587469361094
AAPL,32,0.06258699911585354,-0.09914894,-0.6603587469361094
AAPL,33,-0.03953105118580803,-0.1011204,-0.6603587469361094
AAPL,34,0.08706272761085142,-0.09767376,-0.6603587469361094
AAPL,35,0.015136435333246346,-0.09510929,-0.6603587469361094
AAPL,36,0.06837652662777056,-0.09391044,-0.6603587469361094
AAPL,37,0.0010342221904499568,-0.087282464,-0.6603587469361094
AAPL,38,-0.031098624611943147,-0.08623954,-0.6603587469361094
AAPL,39,0.04823548010166029,-0.08523745,-0.6603587469361094
AAPL,40,0.042646533501888705,-0.08118069,-0.6603587469361094
AAPL,41,0.12368353938757018,-0.0786826,-0.6603587469361094
AAPL,42,0.04583617203937924,-0.07698469,-0.6603587469361094
AAPL,43,-0.008069658161138572,-0.07446596,-0.6603587469361094
AAPL,44,0.05451812426054416,-0.07024994,-0.6603587469361094
AAPL,45,-0.06312226775247679,-0.06582897,-0.6603587469361094
AAPL,46,0.022003616569181875,-0.058330853,-0.6603587469361094
AAPL,47,0.09256926331706955,-0.054049324,-0.6603587469361094
AAPL,48,-0.06685350698707684,-0.049814463,-0.6603587469361094
AAPL,49,0.08610754335497837,-0.044745397,-0.6603587469361094
AAPL,50,0.0043236734395238115,-0.042796373,-0.6603587469361094
AAPL,51,-0.02490599916477034,-0.04343884,-0.6603587469361094
AAPL,52,-0.024736472216592826,-0.04065741,-0.6603587469361094
AAPL,53,0.04814762393987845,-0.040290534,-0.6603587469361094
AAPL,54,-0.07121026786779089,-0.04098239,-0.6603587469361094
AAPL,55,-0.03261984768681076,-0.03926409,-0.6603587469361094
AAPL,56,0.11216369893434786,-0.03583629,-0.6603587469361094
AAPL,57,-0.02459829963931108,-0.03446163,-0.6603587469361094
AAPL,58,0.00838309082074488,-0.030536937,-0.6603587469361094
AAPL,59,0.1759270799477663,-0.02860192,-0.6603587469361094
AAPL,60,-0.026125063871740607,-0.027599955,-0.6603587469361094
AAPL,61,-0.05297742170434876,-0.023768036,-0.6603587469361094
AAPL,62,-0.20734455897369033,-0.020701967,-0.6603587469361094
AAPL,63,-0.137316662956127,-0.019255664,-0.6603587469361094
AAPL,64,0.03145396583326355,-0.016303934,-0.6603587469361094
AAPL,65,0.016414946814259403,-0.015294222,-0.6603587469361094
AAPL,66,0.07773077953954664,-0.018604709,-0.6603587469361094
AAPL,67,0.032635924897816394,-0.017198872,-0.6603587469361094
AAPL,68,-0.1510725801676158,-0.020945147,-0.6603587469361094
AAPL,69,0.11317265932712764,-0.02346177,-0.6603587469361094
AAPL,70,0.055394701339877284,-0.02251521,-0.6603587469361094
AAPL,71,-0.039684220368226546,-0.020600209,-0.6603587469361094
AAPL,72,0.05813839067250674,-0.020756442,-0.6603587469361094
AAPL,73,0.09418432109385917,-0.018409,-0.6603587469361094
AAPL,74,0.05892878454789609,-0.017048156,-0.6603587469361094
AAPL,75,0.08668272442385246,-0.01847624,-0.6603587469361094
AAPL,76,0.03880981961637853,-0.016529264,-0.6603587469361094
AAPL,77,-0.1319971894064936,-0.017846357,-0.6603587469361094
AAPL,78,-0.07045411957295764,-0.020287933,-0.6603587469361094
AAPL,79,0.153973964937387,-0.019550774,-0.6603587469361094
AAPL,80,0.0808645580701422,-0.028311394,-0.6603587469361094
AAPL,81,0.14889224691235098,-0.031730086,-0.6603587469361094
AAPL,82,0.16383168535899453,-0.031385023,-0.6603587469361094
AAPL,83,0.21337990426306688,-0.031446684,-0.6603587469361094
AAPL,84,-0.10200813651925013,-0.031179339,-0.6603587469361094
AAPL,85,-0.06101213275684403,-0.02817078,-0.6603587469361094
AAPL,86,0.09270639374266831,-0.024638744,-0.6603587469361094
AAPL,87,0.11559654231218949,-0.022612318,-0.6603587469361094
AAPL,88,-0.00630156472723429,-0.018066358,-0.6603587469361094
AAPL,89,-0.08148508402355206,-0.015739616,-0.6603587469361094
AAPL,90,0.008544844005751265,-0.0150714945,-0.6603587469361094
AAPL,91,0.07601749150854291,-0.00984886,-0.6603587469361094
AAPL,92,-0.05230685773249338,-2.6758225e-06,-0.6603587469361094
AAPL,93,0.10057632668494565,0.006208165,-0.6603587469361094
AAPL,94,0.06448230739064646,0.013813007,-0.6603587469361094
AAPL,95,0.040429635765826685,0.022290165,-0.6603587469361094
AAPL,96,-0.06704022148386975,0.026242558,-0.6603587469361094
AAPL,97,0.05815722007966109,0.032548837,-0.6603587469361094
AAPL,98,0.10297129298369687,0.036490444,-0.6603587469361094
AAPL,99,0.07519648320102987,0.036297463,-0.6603587469361094
ACIW,0,0.11054586580127031,-0.007449236,-1.0103118754932074
ACIW,1,0.019107797478108285,-0.02928758,-1.0103118754932074
ACIW,2,0.17001846765434936,-0.05043899,-1.0103118754932074
ACIW,3,0.00658348245855541,-0.06893984,-1.0103118754932074
ACIW,4,-0.06793853621623483,-0.083774835,-1.0103118754932074
ACIW,5,-0.01006934546723044,-0.096833296,-1.0103118754932074
ACIW,6,-0.014493037653311088,-0.11015146,-1.0103118754932074
ACIW,7,-0.03476529756476126,-0.12209273,-1.0103118754932074
ACIW,8,-0.04999379293662213,-0.13267033,-1.0103118754932074
ACIW,9,0.027587559211746073,-0.14040236,-1.0103118754932074
ACIW,10,0.006685446346212826,-0.14628144,-1.0103118754932074
ACIW,11,0.03865408490673491,-0.14357598,-1.0103118754932074
ACIW,12,-0.03666631276384618,-0.13365413,-1.0103118754932074
ACIW,13,0.025386329231347576,-0.12001775,-1.0103118754932074
ACIW,14,0.010714812594568085,-0.104280934,-1.0103118754932074
ACIW,15,0.03671795810344643,-0.08783558,-1.0103118754932074
ACIW,16,-0.08458362699599006,-0.07610523,-1.0103118754932074
ACIW,17,0.07451581588622151,-0.06655791,-1.0103118754932074
ACIW,18,0.09088385043619647,-0.06197528,-1.0103118754932074
ACIW,19,0.06305027003160767,-0.057335477,-1.0103118754932074
ACIW,20,0.033668812680894764,-0.051639017,-1.0103118754932074
ACIW,21,0.031719371941563136,-0.04780179,-1.0103118754932074
ACIW,22,-0.03693002155917247,-0.04409247,-1.0103118754932074
ACIW,23,-0.09955932171717462,-0.043148533,-1.0103118754932074
ACIW,24,-0.010045245439464879,-0.03762783,-1.0103118754932074
ACIW,25,0.1337962031842787,-0.031220557,-1.0103118754932074
ACIW,26,-0.019154083151478134,-0.02488657,-1.0103118754932074
ACIW,27,-0.09243608834916527,-0.018249283,-1.0103118754932074
ACIW,28,-0.16615140478457513,-0.013382208,-1.0103118754932074
ACIW,29,0.03935811425018563,-0.011948051,-1.0103118754932074
ACIW,30,0.11124796814216684,-0.013931899,-1.0103118754932074
ACIW,31,-0.040780091831630685,-0.014127054,-1.0103118754932074
ACIW,32,0.030816762579555894,-0.013475897,-1.0103118754932074
ACIW,33,-0.058363099081499864,-0.016323533,-1.0103118754932074
ACIW,34,0.012376690596673463,-0.018411959,-1.0103118754932074
ACIW,35,-0.038840439354543906,-0.020434508,-1.0103118754932074
ACIW,36,0.011759621659930613,-0.022008192,-1.0103118754932074
ACIW,37,-0.06831539608339997,-0.022923307,-1.0103118754932074
ACIW,38,0.022541928720953265,-0.023107026,-1.0103118754932074
ACIW,39,-0.029817946089986603,-0.022851486,-1.0103118754932074
ACIW,40,0.06377052486347225,-0.019676212,-1.0103118754932074
